productid,product name,product supplier,price,quantity,category
WVA2PHNYHJ,Balenciaga Track High 3,Balenciaga,942.14,288,Clothing
0TKO4I9MO4,Alienware X51,Alienware,523.86,60,Electronics
9NNE3YGLGQ,HP Elite Gaming x2,HP,856.19,530,Electronics
02AATZ67AD,Transformer Mini T102HAF,Asus,951.26,550,Electronics
HV3NFVDPJX,HP Elite Gaming,HP,283.85,617,Electronics
HDMM22KMY2,Schweppes Blueberry Juice,Coca Cola,817.73,36,Food
CX0CA5AFFC,Balenciaga Track Mid 3,Balenciaga,875.01,440,Clothing
LUPIBZOEES,Chromebook XE501C13,Google,176.06,10,Electronics
ANU5JIPHHT,Bose QuietComfort 35 II Noise Cancelling Bluetooth Earbuds,Bose,949.86,272,Electronics
STBY2LRJ36,Transformer Book T100TAN,Asus,802.91,387,Electronics
LLPLKYH0Z7,Rolex Oyster Perpetual Datejust,Rolex,495.89,293,Clothing
TNZ9TJZL9D,Rolex Submariner Ceramic,Rolex,845.32,479,Clothing
XIXUO38OPJ,Bose QuietComfort 35 II Noise Cancelling Wireless Bluetooth Earphones,Bose,487.68,285,Electronics
CDJ1BWYLJV,Chromebook Spin,Google,261.54,297,Electronics
Y4BZJE07TX,Transformer Book T90,Asus,511.03,168,Electronics
VJDXMDVJI0,Gucci Monogram GG Supreme Vintage Web,Gucci,346.27,353,Clothing
GGXXOZLJHW,Prada ballet flat,Prada,106.37,447,Clothing
EWLZY4ZAYY,Alienware 13 R3,Alienware,102.25,150,Electronics
BKFER2KH0B,Prada belt,Prada,939.81,650,Clothing
DFM1WHN1W6,Galaxy Tab S6 Lite,Samsung,655.57,86,Electronics
XZA9YXE4NO,Adidas Ultraboost X Clima Primeknit,Adidas,617.23,346,Clothing
GC1C61NB26,Balenciaga Race Runner 3,Balenciaga,997.98,246,Clothing
3XMN0JTKMF,Galaxy Tab Active,Samsung,255.86,108,Electronics
QGA8JOOAPF,Galaxy S10e,Samsung,684.61,601,Electronics
2R448O29MA,Bose QuietComfort 35 II Noise Cancelling Wireless Headphones,Bose,991.09,501,Electronics
W1BO1ZKKL7,Microsoft Dynamics,Microsoft,666.37,539,Electronics
KQH82TDAZA,Tecno Camon C1,Tecno,638.84,421,Electronics
OEDPOM6N63,HP ZBook Gaming,HP,147.63,536,Electronics
SHBTZ53K9R,Prada panty,Prada,930.9,647,Clothing
36VWRPG44X,Adidas Ultraboost X 4D Forge,Adidas,353.0,212,Clothing
VG1UZANOH3,Adidas Ultraboost X Parley 4D,Adidas,928.92,193,Clothing
56H3NIBB2A,Microsoft Dynamics 365 Business Central,Microsoft,495.33,71,Electronics
Q766K6ZBQS,Rolex Submariner Steel,Rolex,161.71,253,Clothing
6YF5P7U7HA,Rolex Day-Date,Rolex,863.01,211,Clothing
XRUPJ42ROZ,Sony PlayStation 4 Pro,Sony,437.77,167,Electronics
L78R2ZSZ2K,Transformer Pad TF201T,Asus,263.01,423,Electronics
680G03UL2M,Transformer Book Flip TP300LA,Asus,476.88,31,Electronics
030MC9OSCX,Rolex Submariner Yellow Gold,Rolex,827.39,392,Clothing
MXAXV903E8,Nike Air Max Tailwind 9,Nike,113.57,543,Clothing
7J6CDCE4V4,iPhone 13 Mini,Apple,248.68,591,Electronics
IB645FA2VH,Tecno Phantom 7,Tecno,130.19,312,Electronics
34PLZ0ON80,Balenciaga Track Mid,Balenciaga,884.06,32,Clothing
5HF3FA4HBR,Tecno Spark 5 Pro,Tecno,398.23,410,Electronics
E3WHQHTN1A,Sony PlayStation 5 with Ultra HD Blu-ray,Sony,427.63,656,Electronics
G6UGT62DSX,Microsoft Dynamics NAV,Microsoft,498.15,278,Electronics
WZ36NP5SOC,Transformer Mini T103HAF,Asus,475.46,385,Electronics
XRRX7W2T4D,Microsoft Dynamics SL,Microsoft,890.79,5,Electronics
FJ09M7QCNW,Balenciaga Track Mid,Balenciaga,411.15,325,Clothing
BII1OZR39X,"MacBook Pro (15-inch, 2015)",Apple,537.4,76,Electronics
G1V8K9MAHT,Nike Air Max 720 W,Nike,739.47,427,Clothing
HTNS4IJ2WN,ZenFone 5Z,Asus,533.48,68,Electronics
N53NMAG6HO,iPhone 5c,Apple,108.95,480,Electronics
DNH9C6ZF5J,Alienware Advanced Gaming Keyboard,Alienware,660.17,72,Electronics
JMNH2HW3CY,Bose QuietComfort 35 II Noise Cancelling Bluetooth Headset,Bose,649.23,441,Electronics
KLTT0IKK8F,Chromebook,Google,815.16,632,Electronics
OTPWX2NIPW,Microsoft Dynamics 365 Business Central,Microsoft,401.2,373,Electronics
T2D4DRO2EV,HP Pavilion Gaming x360,HP,780.28,180,Electronics
6LAF9OET4U,Transformer Pad Infinity TF700,Asus,644.61,260,Electronics
OIMVAJH0OK,Sony PlayStation 5 with SSD and 4K,Sony,510.0,674,Electronics
6JSF6DE6AJ,HP ProBook Gaming 430,HP,482.46,525,Electronics
5BHI8HI8WL,Microsoft HoloLens,Microsoft,412.71,300,Electronics
9KUCDAVKDB,Alienware 15 R4,Alienware,288.57,501,Electronics
5PGXVC4D6U,AirPods Pro with Wireless Charging Case (1st generation),Apple,807.14,88,Electronics
MU6COV7BRD,"MacBook Pro (13-inch, 2012)",Apple,827.23,437,Electronics
L7YDVKBZI6,Alienware 17 R5,Alienware,622.85,53,Electronics
WTNH1AULPP,Gucci Monogram GG Supreme Running G,Gucci,854.9,320,Clothing
8971UTHIQJ,Gucci Monogram GG Supreme Canvas,Gucci,700.48,130,Clothing
HN2R4LEGJ5,Galaxy Z Fold 2,Samsung,153.51,186,Electronics
J2Z2FKISH1,Adidas Ultraboost 4.0,Adidas,920.4,553,Clothing
XFAG1P6QVP,Coca-Cola,Coca Cola,445.05,113,Food
2MBLAUBMDE,Balenciaga Arena 4,Balenciaga,668.32,488,Clothing
YZJ2ACQMUM,Transformer Pad TF701,Asus,253.84,540,Electronics
84G7EYV6KP,Tommy Hilfiger Women's Logo Jacket,Tommy Hilfiger,603.56,328,Clothing
AVYTGAOUEX,Prada cologne,Prada,469.69,370,Clothing
0UBCRU63KO,Sony PlayStation 5 with SSD and 4K,Sony,673.58,9,Electronics
96JLX1RPJA,HP Chromebook Gaming x2,HP,192.16,134,Electronics
B1BOFR67QZ,Gucci Monogram GG Supreme Vintage Web,Gucci,900.14,194,Clothing
MIOLIXSNV2,HP ZBook Gaming Studio x2,HP,153.03,562,Electronics
69P2VC9JL8,Sony PlayStation Messages,Sony,907.97,543,Electronics
4PVCZLIXPX,Bose QuietComfort 35 Noise Cancelling Wireless Bluetooth Earphones,Bose,986.88,425,Electronics
RT2XBBB0A5,Balenciaga Track Mid,Balenciaga,500.38,472,Clothing
XF2IUFMYGR,Adidas Ultraboost 19,Adidas,478.47,260,Clothing
ZTWWH27IDF,Adidas Ultraboost 19,Adidas,312.84,562,Clothing
XQB0HKRWLR,Tommy Hilfiger Women's Logo Polo Shirt,Tommy Hilfiger,742.16,463,Clothing
ER8ILB2LLE,Tommy Hilfiger Kids' Logo Jacket,Tommy Hilfiger,456.49,327,Clothing
4XH7IJL1EV,Bose QuietComfort 35 II Noise Cancelling Wireless Bluetooth Headset,Bose,961.2,458,Electronics
X0R9O8EY8F,iPhone SE (2020),Apple,261.46,231,Electronics
8S7QE0NB42,Adidas Ultraboost X S&L 4D,Adidas,278.05,477,Clothing
54VVBBXVNJ,Gucci Guccy,Gucci,404.02,497,Clothing
QQUD2FX4IW,Bose QuietComfort 35 Noise Cancelling Bluetooth Earphones,Bose,260.8,13,Electronics
OV78D7NG9B,ZenFone 5Z,Asus,926.68,617,Electronics
4KDRVRJ7Q5,Transformer Pad TF201,Asus,855.8,256,Electronics
SVHZRAA0SM,MacBook (2012),Apple,648.85,629,Electronics
YW1ZAYND1Q,HP Pavilion x360,HP,814.57,300,Electronics
2FGT0LLWNF,MacBook (2012),Apple,684.09,418,Electronics
ESK7UL6AFU,Rolex Submariner Rose Gold,Rolex,483.62,658,Clothing
CCQW6AWPTQ,AirPods with Wireless Charging Case (4th generation),Apple,602.85,153,Electronics
2O02KBBUJS,Alienware Aurora R9,Alienware,405.06,287,Electronics
70A6BMBYPA,Sony PlayStation App,Sony,520.07,294,Electronics
QDV7G2UQ97,Nike Air Max 90 Ultra 2.0 W,Nike,790.02,446,Clothing
6NCMUD40JY,HP ProBook Gaming 650,HP,290.65,343,Electronics
PFSW7OE71P,HP ZBook Fury x2,HP,125.93,524,Electronics
FD24TSR86W,HP ProBook x360,HP,379.03,355,Electronics
GGONTI6H8A,Prada suitcase,Prada,576.33,6,Clothing
X30DRI3C2H,Coca-Cola Vanilla,Coca Cola,786.4,185,Food
QYK1464S85,Balenciaga Race Runner 3,Balenciaga,152.1,200,Clothing
MHJERG4G4G,Schweppes Mandarin Juice,Coca Cola,208.69,212,Food
AC07DSD00W,Galaxy S10 5G,Samsung,598.29,207,Electronics
E63Q55WMOZ,Sony PlayStation 5 with Ultra HD Blu-ray,Sony,368.6,284,Electronics
FKPEROA0ZW,Bose QuietComfort 35 Noise Cancelling Headphones,Bose,864.01,604,Electronics
CPFOJ7DWNY,Rolex Oyster Perpetual Cosmograph Daytona,Rolex,394.24,107,Clothing
F3K8ANAXUL,Tecno Camon 15 Premier,Tecno,668.93,27,Electronics
SWPLZLWZK9,HP Spectre,HP,683.53,588,Electronics
GVAMLS5VW5,Galaxy Note 10+,Samsung,760.27,465,Electronics
TAAP0H0DIE,Tecno Phantom 5,Tecno,711.81,422,Electronics
ERKBR2KW2V,Sony PlayStation Messages,Sony,877.92,46,Electronics
KTI6H1N9JB,Gucci Monogram Supreme,Gucci,455.36,538,Clothing
VF7SCPFZPN,Galaxy Note 7,Samsung,873.42,632,Electronics
RNEWAY4AT9,Alienware 13 R5,Alienware,356.71,84,Electronics
R73CSZI3WH,Adidas Ultraboost X Parley Primeknit,Adidas,705.27,167,Clothing
NYYMGMKBD4,Adidas Ultraboost X 3D Carbon,Adidas,543.48,431,Clothing
ED5UZKI4TY,Galaxy S20+,Samsung,889.66,180,Electronics
FHZ6X35AKH,Bose QuietComfort 35 Noise Cancelling Headphones,Bose,458.59,213,Electronics
3WTT7ZAJB8,Alienware Elite Gaming Mouse,Alienware,305.65,121,Electronics
DXC1SO3MEP,iPhone 13 Pro Max,Apple,597.09,99,Electronics
X461P7DEEO,HP ZBook Gaming Fury x2,HP,889.35,647,Electronics
D69FMLPOKK,Prada wedge,Prada,848.64,291,Clothing
66HUVH0NJO,Adidas Ultraboost X Clima Primeknit,Adidas,634.11,128,Clothing
74DTMC76GC,Prada luggage set,Prada,593.72,582,Clothing
V7AVNHTLR7,Balenciaga Track Low 4,Balenciaga,130.02,232,Clothing
YTAEK54B35,Tecno Camon C8,Tecno,835.54,121,Electronics
UIAOUS6SSV,Gucci Monogram GG Supreme Denim,Gucci,851.18,143,Clothing
SQVJOG6YQA,Adidas Ultraboost X 4D Forge,Adidas,238.76,421,Clothing
Z7T70M5YSY,Tecno Camon C1,Tecno,646.05,348,Electronics
FAP60UKM2G,Gucci Soho,Gucci,155.83,563,Clothing
NTX1RE1K0K,ZenFone 3 Deluxe,Asus,187.76,137,Electronics
GH2X7E0S9M,Sony PlayStation 5 with SSD and 4K and HDR,Sony,717.05,677,Electronics
P2V2CZMV94,Balenciaga Track Mid,Balenciaga,344.61,396,Clothing
T8AXHLT9DJ,"MacBook Pro (15-inch, 2018)",Apple,470.4,325,Electronics
UVEPXGL7MJ,HP ZBook Gaming Fury,HP,662.93,245,Electronics
EBZ88DQ13H,Bose QuietComfort 35 II Wireless Bluetooth Headphones,Bose,328.43,375,Electronics
XXPZ3AO4TP,Infinix Hot 10,Infinix,265.93,96,Electronics
PCWR7BJFWE,HP ProBook 640,HP,792.98,38,Electronics
QWURVJSLK9,HP Pavilion Desktop,HP,985.59,150,Electronics
M5WFVOF8R2,iPhone 6s,Apple,654.09,8,Electronics
GLYEGS069F,AirPods with Charging Case (6th generation),Apple,534.51,424,Electronics
XLQNKIUM4Q,Prada body mist,Prada,933.36,334,Clothing
FZ46AUS58E,Galaxy S5,Samsung,507.81,281,Electronics
BHFJ4CLW39,Bose QuietComfort 35 II Wireless Headphones,Bose,478.39,569,Electronics
FM8AYVXN6U,ZenFone 3 Ultra,Asus,781.42,429,Electronics
RE39A13ASQ,Rolex Oyster Perpetual Sky-Dweller,Rolex,977.01,435,Clothing
2JWAHHZD8S,Sony PlayStation 5 with Ultra HD Blu-ray,Sony,250.89,539,Electronics
VIHK2O1VIJ,Transformer Mini T103HA,Asus,886.18,210,Electronics
QWW2QV0YD3,Pixel,Google,686.02,217,Electronics
O8DIYUKMF0,iPhone 8,Apple,142.1,518,Electronics
KGWKO78667,iPhone 6s,Apple,582.99,34,Electronics
Q1TWBD1QUP,"MacBook Pro (15-inch, 2013)",Apple,777.17,519,Electronics
CK2U8ENS3J,Schweppes Bitter Lemon,Coca Cola,102.3,324,Food
4GWELG8UXP,Alienware Graphics Amplifier R2,Alienware,615.66,465,Electronics
A37KLQ7BSW,HP Pavilion Desktop Mini,HP,734.39,174,Electronics
T8E641FGNL,Adidas Ultraboost X All Terrain 4D,Adidas,761.6,238,Clothing
OTYF6IHDV7,Prada suit,Prada,865.48,584,Clothing
RZND3BTBP3,Gucci Jackie,Gucci,752.7,600,Clothing
QX5HU82QLO,Prada shirt,Prada,431.56,361,Clothing
VKNT28MEN3,Sony PlayStation 5 with Ultra HD Blu-ray and 4K and HDR,Sony,394.73,30,Electronics
21ZU34S4MS,"MacBook Pro (15-inch, 2020)",Apple,210.69,515,Electronics
IB68RVN4MX,Alienware Graphics Amplifier R3,Alienware,161.77,643,Electronics
VNNHIZ9166,Prada coat,Prada,330.12,290,Clothing
6SPWM35969,Infinix Note 5,Infinix,602.0,243,Electronics
C1F5OJGKAS,Balenciaga Race Runner 4,Balenciaga,259.64,123,Clothing
LB36LIL3YI,Prada suit,Prada,559.48,468,Clothing
7OJHBRB3U0,Tecno Pouvoir 4,Tecno,616.61,210,Electronics
BLQCDDC1BI,Fanta Blue Raspberry,Coca Cola,680.5,549,Food
TU8P5PNAFQ,Adidas Ultraboost X,Adidas,805.22,179,Clothing
8KRCZQUKK8,Tecno Spark 5,Tecno,355.24,500,Electronics
I75H3ZJJL9,Alienware Elite Gaming Headset,Alienware,327.56,147,Electronics
1N42912MFQ,HP Pavilion x360,HP,969.74,143,Electronics
XZH8RBTB6R,Nike Air Max 270,Nike,350.56,347,Clothing
0YKK1510VK,Bose QuietComfort 35 Noise Cancelling Bluetooth Earbuds,Bose,614.54,71,Electronics
70SXFDUD4J,Alienware 17,Alienware,594.96,179,Electronics
NSSZHEETIB,Tecno Spark 5 Pro,Tecno,459.28,85,Electronics
21BOG9KRJZ,"MacBook Pro (13-inch, 2016)",Apple,379.23,399,Electronics
J5CC0NGUIE,Pixel 2,Google,529.68,193,Electronics
ZH38GLK4GC,Pixel 2,Google,692.21,617,Electronics
HR8ZC977QO,Prada coat,Prada,979.6,412,Clothing
JZ2OS4X8TE,Nike Air Max Tailwind 9,Nike,746.08,471,Clothing
7HS0TTVOC1,HP Envy Desktop Mini,HP,717.54,193,Electronics
DBIZVPBOM8,Infinix Smart 2 Pro,Infinix,209.17,243,Electronics
VRS5C7L7SN,Adidas Ultraboost X Clima,Adidas,630.54,37,Clothing
FIARMQBCCU,Tecno Camon C1,Tecno,604.73,486,Electronics
71YQGM5043,Schweppes,Coca Cola,212.33,254,Food
XMBVD4GKE0,Nike Air Max 270 RT W,Nike,953.64,304,Clothing
OSBL2P0RTI,Gucci Sylvie,Gucci,359.55,180,Clothing
H7SOSS4MZD,Alienware 15 R5,Alienware,904.25,523,Electronics
DDKZ7ERTB4,Sony PlayStation Remote Play for Chromebook,Sony,165.22,459,Electronics
CJ34AZUT5J,MacBook (2016),Apple,857.1,259,Electronics
CIA11PU01F,iPhone 6s,Apple,659.11,253,Electronics
C92TQM0WVL,Gucci Monogram GG Supreme Velvet,Gucci,342.29,603,Clothing
8YWZO92SAM,Sony PlayStation 4 Pro,Sony,322.99,512,Electronics
PK0NEPU2QR,Prada messenger bag,Prada,962.23,465,Clothing
BD2LWYZE42,Alienware Alpha R2,Alienware,694.23,56,Electronics
ZEF0CQ74O0,Bose QuietComfort 35 Noise Cancelling Bluetooth Headphones,Bose,542.68,259,Electronics
L737LJA03K,HP ProBook Gaming 470,HP,902.06,379,Electronics
DFYV7LBR0P,Nike Air Max 270 React SE,Nike,674.28,350,Clothing
KMOJN2DNTJ,Tecno Camon C4,Tecno,214.97,18,Electronics
QS7SNPVZ0C,Adidas Ultraboost X 4D Tech,Adidas,981.36,299,Clothing
ONJ9EPVE21,Gucci GG Supreme,Gucci,897.8,395,Clothing
SDPC6WTMAC,iPhone 3GS,Apple,713.0,383,Electronics
2ZQIZ9SLBU,Prada eyewear,Prada,328.32,350,Clothing
123D6UNY63,Galaxy S20+,Samsung,338.3,398,Electronics
3JKPKVORAD,iPhone 7,Apple,925.5,619,Electronics
KEULXBLYR9,Sony PlayStation Messages,Sony,857.8,631,Electronics
T8MHQ2MNUD,Balenciaga Arena 4,Balenciaga,929.44,250,Clothing
T4M9Q7CKBD,"MacBook Pro (15-inch, 2021)",Apple,992.69,411,Electronics
2YBIBVUEPG,Rolex Oyster Perpetual Sky-Dweller,Rolex,877.94,217,Clothing
SEQULCDY5W,Infinix Surf Bravo,Infinix,106.3,502,Electronics
BHTPOPBY84,Tecno Boom J3,Tecno,457.13,601,Electronics
XN01S1AEYQ,ZenFone 4 Pro,Asus,570.75,21,Electronics
IFC45AX7R4,Fanta Green Apple,Coca Cola,519.12,654,Food
RQ1QCUZ7HX,MacBook (2014),Apple,363.31,589,Electronics
4ZAGFMYKX3,Gucci Monogram GG Supreme Blooms,Gucci,232.25,365,Clothing
MEZBAU0UNJ,Schweppes Ginger Ale,Coca Cola,493.71,34,Food
KHGFRYBG8S,Schweppes Cherry Juice,Coca Cola,585.86,275,Food
P02YL6VKVM,Alienware X51 R2,Alienware,166.24,571,Electronics
3WAAKA0XDV,Sony PlayStation Remote Play for TV,Sony,988.48,216,Electronics
RZQFOTRQ9G,Chromebook C100,Google,200.15,128,Electronics
UVOUEF1WNN,Rolex Explorer,Rolex,119.61,616,Clothing
AWJYBQS4X1,Sprite with Lemon,Coca Cola,789.67,147,Food
PZRB7BIRXM,HP Spectre,HP,859.71,147,Electronics
87HIGEW6PV,AirPods Max,Apple,264.12,46,Electronics
MIPFH4DZRI,Transformer Mini T102HAF,Asus,588.03,12,Electronics
KRHUPXODU8,Schweppes Ginger Ale,Coca Cola,584.48,470,Food
A9NMMCPD9V,Gucci Monogram GG Supreme Interlocking G,Gucci,294.42,59,Clothing
PMKPD2IVML,Alienware 13,Alienware,139.55,492,Electronics
LD52DTAYN3,Microsoft Project,Microsoft,470.68,276,Electronics
EQO1VXUVIW,Galaxy Note 8,Samsung,141.04,19,Electronics
QD0DU7TPV8,Adidas Ultraboost 21,Adidas,891.4,509,Clothing
THMQQWSE8I,Galaxy S9,Samsung,647.61,282,Electronics
T41ZQOM7E5,Alienware m17 R3,Alienware,837.3,460,Electronics
8BNA3LLIWO,Nike Air Max Tailwind 5+,Nike,300.34,441,Clothing
0S4W71GTWF,Prada boot,Prada,359.93,482,Clothing
JE9IKWBJS6,Galaxy Tab S6 Lite,Samsung,124.98,265,Electronics
9PMKOCI01W,Gucci Tian,Gucci,362.57,428,Clothing
2U2ZVTMRVA,Microsoft Dynamics 365 Finance and Operations,Microsoft,385.95,162,Electronics
4BAWWTZDAM,Rolex Oyster Perpetual Sky-Dweller,Rolex,510.83,610,Clothing
ULVPULMXGA,Adidas Ultraboost X Carbon,Adidas,719.5,31,Clothing
HRXDWUPF1L,Galaxy Tab S,Samsung,295.34,316,Electronics
X0K9MR5MWG,Microsoft Access,Microsoft,918.65,38,Electronics
ICHMZL2VQQ,Alienware Aurora R10,Alienware,696.2,465,Electronics
97B9AIIL7W,Bose QuietComfort 35 II Noise Cancelling Bluetooth Earphones,Bose,949.54,303,Electronics
2JGDTU1FEQ,Chromebook XE503C12,Google,480.38,7,Electronics
TG96J5EGDX,Galaxy Z Flip,Samsung,466.1,412,Electronics
W5I8RYGIMB,HP Pavilion x360,HP,942.08,215,Electronics
PHKIBZT6ZX,Prada keychain,Prada,126.54,27,Clothing
RMLEILLMNS,Microsoft Teams,Microsoft,151.42,383,Electronics
6O9DFUXNFQ,Galaxy S10,Samsung,427.08,330,Electronics
ZQAIW9TY3V,Balenciaga Race Runner,Balenciaga,649.95,604,Clothing
J4K9J6TN8J,ZenFone 4 Pro,Asus,211.08,9,Electronics
YJV3KY2UKL,Tommy Hilfiger Kids' Logo T-Shirt,Tommy Hilfiger,424.44,68,Clothing
0J0XGJTQSG,Adidas Ultraboost X 4D Tech,Adidas,300.16,459,Clothing
JW76Y0FOHN,Tommy Hilfiger Kids' Logo Hoodie,Tommy Hilfiger,975.3,323,Clothing
C7EK8V6SOU,Sony PlayStation Remote Play for PS5,Sony,819.97,547,Electronics
R5UOBHQTZ2,"MacBook Pro (15-inch, 2016)",Apple,180.68,393,Electronics
1F3K6U30SR,HP EliteBook,HP,506.5,555,Electronics
YYS4NDBTWN,Prada heel,Prada,338.36,142,Clothing
9E715U2VYY,HP ProBook x360,HP,823.08,694,Electronics
U7RQN0P9L0,HP ProBook x2,HP,325.91,18,Electronics
I3SKASTFQ4,Sony PlayStation 2,Sony,369.05,143,Electronics
86TYSO9QVY,Microsoft Visio,Microsoft,614.44,145,Electronics
DTEB5A7ZUC,Alienware Advanced Gaming Mouse,Alienware,587.62,696,Electronics
KVRBQC6JPS,Nike Air Max 90 G,Nike,948.68,57,Clothing
22JCV7N0BV,Sony PlayStation 4 Slim with HDR,Sony,616.89,68,Electronics
9LSKKZJYZ4,Sony PlayStation 5 with Ultra HD Blu-ray and 4K and HDR,Sony,922.56,361,Electronics
036LQ6L7AX,Alienware X51 R2,Alienware,131.56,667,Electronics
046RGNVFRZ,HP Spectre Desktop,HP,258.89,500,Electronics
SG29C7EKSF,Schweppes Grape Juice,Coca Cola,596.49,104,Food
V8YUFU327V,"MacBook Pro (13-inch, 2012)",Apple,428.75,322,Electronics
SZWHVM9N8A,Galaxy Tab S6,Samsung,897.56,210,Electronics
O6KB3ENQSY,Microsoft Excel,Microsoft,349.96,90,Electronics
C3AJTAM0JO,Microsoft Dynamics SL,Microsoft,430.75,480,Electronics
UCAYEO5Y0H,Bose QuietComfort 35 II Noise Cancelling Wireless Headphones,Bose,546.67,543,Electronics
7J500VU4R6,Galaxy S4,Samsung,296.94,273,Electronics
OGPI1TX2AU,Balenciaga Track Trainer 4,Balenciaga,803.82,396,Clothing
EYJ4ADK296,Galaxy S20+,Samsung,654.32,451,Electronics
J5LCMEBMHQ,AirPods Max (1st generation),Apple,905.27,317,Electronics
4Z42ENY21T,HP ZBook Studio,HP,133.21,668,Electronics
OHTA85BXAP,Tecno Phantom 8,Tecno,416.84,398,Electronics
F4MN5A7CB2,Prada stocking,Prada,739.46,689,Clothing
MWOPFGRW26,Barq's Diet Root Beer,Coca Cola,411.23,611,Food
KZSOW7RL3J,Transformer Book Flip TP550LD,Asus,701.86,74,Electronics
8986F5TJOF,MacBook (2016),Apple,435.87,127,Electronics
CFVY6A0YRJ,Schweppes Lemon Juice,Coca Cola,673.63,422,Food
TJTHS7Z8CR,Fanta Mango,Coca Cola,372.8,510,Food
J0PRAAOXBD,Bose QuietComfort 35 Noise Cancelling Bluetooth Earphones,Bose,727.09,344,Electronics
2DYVC8QBF1,ZenFone 5,Asus,213.98,188,Electronics
CFXMO6B42A,HP Stream Desktop,HP,115.81,608,Electronics
OUXEXV6MA9,Microsoft Surface,Microsoft,866.35,159,Electronics
GQ5ATH852D,Transformer Pad TF701,Asus,614.67,475,Electronics
HTCGPAQ66K,Transformer Book Flip TP550LA,Asus,596.39,69,Electronics
U3OZGE6EDL,Gucci Monogram GG Supreme,Gucci,746.04,623,Clothing
40XJ3G8191,Fanta Melon,Coca Cola,177.75,675,Food
OUAX2RAEN9,Balenciaga Track 2,Balenciaga,219.91,547,Clothing
C3KAHEJW1X,Sony PlayStation Vita,Sony,645.66,48,Electronics
ZFV2UJ2MDQ,Balenciaga Track Mid,Balenciaga,852.78,37,Clothing
IK43LMGNPF,Schweppes Pineapple Juice,Coca Cola,253.32,142,Food
2CRR5MMFVY,Prada knee high boot,Prada,403.24,640,Clothing
5F9ZUJOYQ0,Infinix X351,Infinix,816.75,98,Electronics
EO38EK2P9Z,Prada ankle boot,Prada,487.23,149,Clothing
61JHODDET6,Chromebook R11 CB5-132T,Google,174.99,210,Electronics
3Z32EI7UDW,Sony PlayStation VR,Sony,105.56,151,Electronics
WOA5LNU57J,Balenciaga Track Low 3,Balenciaga,443.72,202,Clothing
3Q57BPWMQX,Sony PlayStation,Sony,712.85,697,Electronics
B6P6XPHOZI,HP ProBook Gaming 470,HP,917.66,326,Electronics
92BU0TPH55,Coca-Cola Vanilla,Coca Cola,821.82,463,Food
YDQB14P149,AirPods Pro with Wireless Charging Case (2nd generation),Apple,948.66,179,Electronics
884PGQS2KX,Alienware Pro Gaming Mouse,Alienware,330.76,83,Electronics
0SMM4U70BW,Pixel 4 XL,Google,313.55,170,Electronics
UUK0Y8KOX1,Nike Air Max 720 818,Nike,361.61,155,Clothing
G60DTALQ57,Sony PlayStation 4 Pro with 4K,Sony,654.07,485,Electronics
HKO67H6KPT,Microsoft Dynamics GP,Microsoft,125.75,511,Electronics
WSPVB522WB,AirPods with Wireless Charging Case,Apple,637.58,450,Electronics
O32O0I4GRC,iPhone 11,Apple,188.65,488,Electronics
HNFJX8VV89,Rolex Datejust 28mm,Rolex,686.85,76,Clothing
PLCJQQ2OHT,iPhone 12,Apple,206.4,548,Electronics
YXN8GUN1ZI,Bose QuietComfort 35 II,Bose,347.02,115,Electronics
71WAE582IA,Infinix Smart 3,Infinix,386.22,608,Electronics
MSXI71EFSA,Prada sunglasses,Prada,683.81,348,Clothing
LO1NZ568J4,Rolex Datejust 31mm,Rolex,208.86,444,Clothing
X36WQPXGAS,Tecno Spark 6,Tecno,883.45,180,Electronics
S5CTEF2AMZ,"MacBook Pro (15-inch, 2011)",Apple,275.52,278,Electronics
AJ7YO7Y1GU,Balenciaga Arena 2,Balenciaga,994.52,443,Clothing
0ZSIPJG6WI,Transformer Mini T103HAF,Asus,581.87,18,Electronics
XAO5V7D46D,Microsoft Dynamics 365 Layout,Microsoft,134.28,664,Electronics
KUT8INPWI8,Microsoft SharePoint,Microsoft,813.92,383,Electronics
ITXK2BGJ2A,iPhone SE (2016),Apple,136.76,325,Electronics
1WD2NCVTCL,Infinix Zero 3,Infinix,199.58,0,Electronics
JKUUM8HSR5,Prada checked luggage,Prada,938.29,629,Clothing
QY8QNAGUBW,Chromebook R11 CB5-132T,Google,520.97,607,Electronics
2NVVJMCFZL,Adidas Ultraboost All Terrain,Adidas,221.39,674,Clothing
TKBJZP7F5U,Gucci Dionysus,Gucci,986.81,316,Clothing
BNCWMZJUJS,Infinix Smart 3,Infinix,426.71,159,Electronics
O6CUM0BRUK,Tecno Camon C7,Tecno,770.71,167,Electronics
3UWJ1Z5SR9,Microsoft Dynamics 365 Business Central,Microsoft,549.0,151,Electronics
GINL9VU8QN,HP Omen Desktop,HP,286.93,585,Electronics
M1ZU17PQ9Y,Sony PlayStation Messages,Sony,164.38,63,Electronics
GG9N0JNURY,Balenciaga Speed 4,Balenciaga,798.44,448,Clothing
BTI8O8P7TC,Sony PlayStation 5 with SSD and Ultra HD Blu-ray,Sony,620.32,596,Electronics
3A8HMXA09E,Transformer Pad TF300TL,Asus,558.05,431,Electronics
OPP8BZMEG7,Transformer Pad TF300TL,Asus,994.35,668,Electronics
4UXQKA4B6B,Coca-Cola,Coca Cola,249.22,420,Food
